procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  4      0 11784796 108464 3009772    0    0    52   800 8648   68 10 10 68 12  0  0
16  0      0 11808516 108464 2989512    0    0     0     0 21915 97786 43 49  3  3  2  0
18  0      0 11806800 108464 2991144    0    0     0     0 23281 112166 41 54  3  2  0  0
19  0      0 11818460 108464 2993004    0    0     0     0 25432 119409 42 53  3  3  0  0
17  0      0 11824224 108464 2994660    0    0     0     0 22949 110220 42 54  3  2  0  0
18  0      0 11826352 108464 2996308    0    0     0     0 23254 115886 41 52  3  3  1  0
12  0      0 11825676 108464 2998520    0    0     0   296 21528 111404 42 54  3  2  0  0
17  4      0 11825072 108464 3000364    0    0     0     0 21785 109735 42 53  3  2  1  0
22  0      0 11825304 108464 3002156    0    0     0     0 22231 111356 42 53  3  2  0  0
22  0      0 11824384 108464 3004140    0    0     0     0 22154 113112 43 52  3  2  0  0
21  1      0 11819848 108464 3006116    0    0     0     0 20508 99949 42 52  4  2  1  0
23  0      0 11818280 108464 3007900    0    0     0     4 23739 111299 42 52  3  2  1  0
27  0      0 11818336 108464 3009636    0    0     0     0 22385 111112 43 51  3  2  1  0
18  1      0 11819024 108464 3011216    0    0     0  2600 19179 94913 40 51  2  2  6  0
18  0      0 11817460 108464 3013100    0    0     0     0 22157 107390 40 54  3  2  1  0
15  0      0 11817300 108464 3014984    0    0     0  2844 22610 104053 41 52  4  3  1  0
15  3      0 11815816 108464 3016792    0    0     0 23184 24010 113435 40 55  3  2  1  0
25  0      0 11815160 108464 3018544    0    0     0    12 23049 113802 42 53  4  2  0  0
18  0      0 11814964 108464 3020628    0    0     0     0 24388 114500 40 55  4  2  0  0
23  2      0 11809924 108464 3022396    0    0     0     0 24143 112810 43 52  3  2  0  0
18  0      0 11794636 108464 3024292    0    0     0     0 22182 110057 42 52  3  2  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
17  0      0 11801492 108464 3002160    0    0     0    16 21920 104454 45 50  3  2  0  0
14  0      0 11799952 108464 3003724    0    0     0     0 22729 111906 44 52  3  1  0  0
23  0      0 11799196 108464 3005792    0    0     0     0 21643 109020 41 54  3  3  0  0
18  0      0 11796744 108464 3007720    0    0     0     0 21985 107380 41 54  3  1  0  0
15  0      0 11796480 108464 3009616    0    0     0     0 20648 110054 42 53  3  2  0  0
13  2      0 11796368 108464 3011532    0    0     0     0 21394 106281 41 54  3  2  0  0
 9  4      0 11795556 108464 3013448    0    0     0     0 24061 114972 42 54  3  2  0  0
16  1      0 11796756 108464 3015224    0    0     0     0 23607 111898 42 54  3  2  0  0
10  1      0 11796336 108464 3017208    0    0     0     0 23500 113577 40 55  3  2  0  0
 8  1      0 11794740 108472 3018944    0    0     0   144 24214 112618 40 55  3  2  0  0
