procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  4      0 11942176 108388 3000360    0    0    53   792 8325   63  9  9 70 12  0  0
14  4      0 11941376 108388 3001676    0    0     0     0 24521 120739 45 48  2  6  0  0
19  4      0 11941252 108388 3003244    0    0     0     0 25968 123893 46 48  2  4  0  0
22  4      0 11946128 108388 3004752    0    0     0     0 25653 121829 46 48  3  3  0  0
14  4      0 11947988 108388 3006208    0    0     0     0 26777 127195 45 48  5  2  0  0
16  4      0 11948580 108388 3007624    0    0     0     0 25919 121938 44 49  4  2  1  0
14  4      0 11971596 108388 2983936    0    0     0     0 24279 113650 50 44  4  2  1  0
 8  4      0 11968824 108388 2985308    0    0     0   392 27730 127110 45 48  4  2  0  0
12  4      0 11968124 108388 2986928    0    0     0  2292 27107 126555 44 49  4  3  0  0
15  4      0 11966584 108388 2988320    0    0     0     0 26099 125034 46 48  3  3  0  0
14  4      0 11965440 108388 2989744    0    0     0     0 27153 130566 44 50  4  2  0  0
18  4      0 11964236 108388 2991440    0    0     0     0 26411 124558 45 48  3  4  0  0
13  4      0 11962024 108388 2992856    0    0     0    44 26450 125499 46 48  3  2  1  0
18  4      0 11953848 108388 2994400    0    0     0     0 23777 126264 45 50  3  2  0  0
15  4      0 11953400 108388 2995876    0    0     0  2740 26126 125502 45 49  4  2  0  0
17  4      0 11952644 108388 2997396    0    0     0     0 25619 124554 44 50  4  2  0  0
21  4      0 11951944 108388 2998832    0    0     0     0 23589 122248 47 47  3  3  0  0
17  4      0 11951188 108388 3000524    0    0     0     0 25554 123136 46 48  3  3  0  0
20  4      0 11950544 108388 3001608    0    0     0  2412 24850 121959 44 50  3  2  1  0
17  4      0 11949536 108388 3003224    0    0     0  1068 24500 121325 45 49  3  3  0  0
14  4      0 11948164 108388 3004724    0    0     0     0 26203 125132 46 49  3  3  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
13  4      0 11947324 108388 3006096    0    0     0     0 25438 124236 46 48  3  3  0  0
18  4      0 11945924 108388 3007744    0    0     0 23108 25030 124760 45 49  3  3  0  0
14  4      0 11943292 108388 3009116    0    0     0     0 25245 123205 46 48  3  3  0  0
23  4      0 11929348 108388 3010500    0    0     0     0 26667 124163 46 49  3  2  0  0
16  4      0 11912072 108388 3012144    0    0     0     0 25121 120526 46 48  3  2  0  0
14  4      0 11909608 108388 2989992    0    0     0     0 25162 120637 49 46  3  2  0  0
13  4      0 11909716 108392 2991736    0    0     0   144 25622 123759 47 47  4  2  0  0
12  4      0 11911324 108392 2993024    0    0     0     0 24324 124516 46 49  4  1  0  0
 9  4      0 11915304 108392 2994604    0    0     0     0 26194 127854 45 49  3  2  0  0
16  4      0 11915248 108392 2996184    0    0     0     0 25190 124375 44 51  4  2  0  0
