procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
14  4      0 11811832 108496 3011256    0    0     0     0 26808 124297 45 49  2  4  0  0
13  4      0 11811832 108496 3012876    0    0     0     0 24689 119227 45 46  3  3  4  0
18  4      0 11811832 108496 3014100    0    0     0 29064 25878 125605 44 49  3  4  0  0
14  4      0 11811832 108496 3015772    0    0     0  2508 22831 116491 46 48  3  4  1  0
15  4      0 11811076 108496 3017284    0    0     0     0 25576 122917 45 49  2  4  0  0
18  4      0 11810432 108496 3018760    0    0     0     0 26282 124942 46 48  3  3  0  0
19  4      0 11808808 108500 3020160    0    0     0   132 24882 121112 45 48  3  4  1  0
12  4      0 11807156 108500 3021584    0    0     0  3396 25452 126217 45 50  2  3  0  0
19  3      0 11805952 108500 3022740    0    0     0     0 24955 120517 44 49  3  3  1  0
16  4      0 11824824 108500 2995068    0    0     0     0 22999 113239 52 43  1  4  1  0
14  4      0 11823608 108500 2996664    0    0     0     0 25726 122193 44 49  3  4  1  0
11  4      0 11822152 108500 2997880    0    0     0     0 24528 116691 44 48  2  4  2  0
 9  4      0 11820276 108500 2999648    0    0     0     0 23733 119538 45 48  3  4  0  0
13  4      0 11818120 108500 3000888    0    0     0     0 26042 125651 44 50  3  3  0  0
18  4      0 11816496 108500 3002316    0    0     0     0 25156 118709 44 49  3  3  2  0
15  4      0 11814648 108500 3003816    0    0     0     0 24379 114890 44 48  4  3  2  0
15  4      0 11811764 108500 3005316    0    0     0     0 26735 121957 45 49  5  2  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
16  4      0 11809608 108500 3006532    0    0     0     8 27454 128337 46 49  4  2  0  0
15  4      0 11806248 108500 3007928    0    0     0     0 25694 121913 45 49  4  1  1  0
14  4      0 11804008 108500 3009728    0    0     0     0 24172 116002 46 47  5  2  0  0
13  4      0 11801292 108500 3010880    0    0     0     0 25811 122587 45 49  4  2  0  0
15  4      0 11798464 108500 3012788    0    0     0     0 23571 121321 44 49  5  2  0  0
15  4      0 11794992 108500 3014304    0    0     0 28728 25955 126966 44 49  5  2  0  0
12  4      0 11792108 108500 3015828    0    0     0     4 25860 122971 46 47  5  2  0  0
16  4      0 11790652 108500 3017224    0    0     0  2364 26464 130358 44 49  4  3  0  0
17  4      0 11788076 108500 3018572    0    0     0     0 26537 127326 43 50  3  4  0  0
 8  4      0 11784996 108500 3020080    0    0     0     0 27187 126383 45 49  4  2  0  0
16  4      0 11782896 108500 3021616    0    0     0    16 25929 122824 45 49  5  2  0  0
15  4      0 11780152 108500 3023092    0    0     0     0 26242 123791 45 49  5  2  0  0
18  4      0 11792920 108500 2995492    0    0     0     8 22647 105134 51 44  4  2  0  0
18  4      0 11794728 108500 2996988    0    0     0     0 25395 123173 46 48  4  2  0  0
14  4      0 11793524 108500 2998260    0    0     0     0 26322 121681 45 49  3  3  0  0
16  4      0 11780448 108500 2999696    0    0     0     0 26106 125706 46 48  3  3  0  0
 4  4      0 11742580 108500 3001244    0    0     0     0 24568 117559 45 47  4  4  1  0
