procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
18  4      0 11850304 109544 3005104    0    0     0     0 24491 115023 51 44  2  3  0  0
 9  4      0 11848456 109544 3006636    0    0     0     0 25511 128644 45 50  1  4  0  0
20  4      0 11846220 109544 3008252    0    0     0 34876 26700 130268 44 50  2  4  0  0
17  4      0 11818248 109544 3010104    0    0     0     0 25521 122561 45 49  2  4  0  0
21  4      0 11816232 109544 3011560    0    0     0  1852 25217 129224 47 48  2  3  0  0
16  4      0 11814728 109544 3013100    0    0     0     0 24802 125397 46 49  2  4  0  0
19  4      0 11813616 109544 3014664    0    0     0     0 24744 124470 44 50  3  3  0  0
21  4      0 11813792 109544 3016304    0    0     0     0 25638 130425 45 50  4  2  0  0
12  4      0 11811256 109544 3017904    0    0     0     0 24119 123106 46 47  4  3  0  0
20  4      0 11810500 109544 3019528    0    0     0     0 24441 121106 45 49  4  2  0  0
16  4      0 11814104 109544 3021052    0    0     0     4 24480 122976 46 48  3  3  0  0
17  4      0 11814924 109544 3022448    0    0     0     0 25579 127851 47 47  1  4  1  0
14  4      0 11814336 109544 3024032    0    0     0  1044 27453 130096 46 49  1  4  0  0
14  4      0 11813524 109544 3025576    0    0     0     0 26510 128994 46 49  2  4  0  0
16  4      0 11812012 109544 3027136    0    0     0     0 25909 130266 44 51  3  2  0  0
11  4      0 11809368 109544 3028784    0    0     0     0 24151 122724 45 50  4  2  0  0
20  4      0 11806680 109552 3030220    0    0     0   104 24540 123267 48 48  2  3  0  0
17  4      0 11802872 109552 3031872    0    0     0     0 26355 127788 46 48  4  2  0  0
16  4      0 11799540 109552 3033604    0    0     0   140 25440 127904 47 48  4  2  0  0
17  4      0 11796320 109552 3035060    0    0     0     0 25766 128529 46 49  3  2  0  0
17  4      0 11829836 109552 3002664    0    0     0     0 23257 108705 53 43  2  2  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
13  4      0 11827468 109552 3003816    0    0     0     0 26826 129038 45 51  2  2  0  0
19  4      0 11824640 109552 3005712    0    0     0     0 25601 126392 46 49  3  2  0  0
10  4      0 11821616 109552 3007140    0    0     0     0 26179 128138 47 48  3  2  0  0
10  4      0 11819852 109552 3008760    0    0     0     0 26213 126453 46 48  3  3  0  0
19  4      0 11817220 109552 3010324    0    0     0     0 26379 128262 46 49  3  3  0  0
19  4      0 11784012 109552 3011712    0    0     0     0 26066 127672 46 50  3  1  0  0
17  4      0 11764580 109552 3013364    0    0     0     0 25541 125005 45 50  4  1  0  0
14  4      0 11761108 109552 3014804    0    0     0     0 25066 124512 47 48  3  1  0  0
16  4      0 11760044 109552 3016432    0    0     0     0 25772 124178 46 49  4  1  0  0
16  4      0 11763188 109552 3017868    0    0     0     0 25374 122549 44 51  3  2  0  0
13  4      0 11761484 109552 3019268    0    0     0     0 26057 128557 46 50  3  1  0  0
22  4      0 11756588 109552 3020668    0    0     0     0 24046 117041 45 51  3  1  0  0
16  4      0 11766348 109552 3022208    0    0     0 31284 23720 120771 49 47  3  1  0  0
15  4      0 11770432 109552 3023728    0    0     0  1720 25857 129870 47 49  4  1  0  0
19  4      0 11774688 109552 3025308    0    0     0     0 26493 127753 45 50  4  1  0  0
 9  4      0 11774012 109552 3027008    0    0     0     0 25309 127450 45 50  3  2  0  0
16  4      0 11773452 109552 3028572    0    0     0     0 26903 134317 46 51  2  1  0  0
16  4      0 11772304 109552 3030260    0    0     0     8 24794 125758 46 49  3  2  0  0
16  4      0 11771492 109552 3031604    0    0     0     0 26150 127131 48 48  3  2  0  0
20  4      0 11801044 109552 3002364    0    0     0     0 21152 106981 55 42  2  1  0  0
22  4      0 11800432 109552 3003676    0    0     0     8 24875 122180 46 49  4  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
20  4      0 11799424 109552 3005320    0    0     0     0 26130 129403 47 49  2  1  0  0
17  4      0 11798920 109552 3006864    0    0     0  1236 25604 129527 47 49  2  2  0  0
12  4      0 11797968 109552 3008568    0    0     0     0 25436 127384 47 49  3  1  0  0
18  4      0 11796960 109552 3009984    0    0     0     0 26432 130853 46 49  3  2  0  0
24  4      0 11795644 109556 3011704    0    0     0   116 26972 132756 46 50  3  2  0  0
13  4      0 11793432 109556 3013276    0    0     0     0 24708 127294 45 50  3  2  0  0
14  4      0 11792424 109556 3014924    0    0     0     0 26657 128673 47 49  3  2  0  0
16  4      0 11789708 109556 3016156    0    0     0     0 25595 124918 46 49  3  2  0  0
19  4      0 11786936 109556 3017604    0    0     0  1392 25777 124633 45 50  2  2  0  0
21  4      0 11783912 109556 3019240    0    0     0     0 24775 124680 46 49  3  2  0  0
17  4      0 11781532 109556 3020724    0    0     0     0 25588 124901 46 49  3  2  0  0
14  4      0 11778564 109556 3022204    0    0     0 30480 25987 130693 46 49  3  2  0  0
13  4      0 11776548 109556 3023756    0    0     0     0 25471 128817 45 50  4  1  0  0
18  4      0 11773524 109556 3025360    0    0     0  1404 24511 124407 47 48  3  2  0  0
17  4      0 11770500 109556 3027132    0    0     0     0 24081 123708 44 50  5  1  0  0
12  4      0 11767924 109556 3028688    0    0     0     0 25772 130624 47 49  4  0  0  0
15  4      0 11765124 109556 3030156    0    0     0     0 25071 127064 47 48  5  1  0  0
15  4      0 11762800 109556 3031428    0    0     0     0 25247 126263 47 49  3  1  0  0
19  4      0 11787636 109556 3003364    0    0     0     0 22715 112345 54 43  2  2  0  0
16  4      0 11786164 109556 3004812    0    0     0     0 23635 124512 46 50  1  3  0  0
19  4      0 11783000 109556 3006420    0    0     0     0 25511 124655 47 48  4  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
15  4      0 11780368 109556 3008124    0    0     0  2996 25529 127437 47 49  2  2  0  0
15  4      0 11777596 109556 3009736    0    0     0     8 25423 128779 45 51  2  2  0  0
19  4      0 11775328 109556 3010972    0    0     0     0 25225 126432 45 51  3  2  0  0
15  4      0 11772808 109556 3012768    0    0     0     0 26382 128369 46 50  3  2  0  0
13  4      0 11770792 109556 3014272    0    0     0     0 26444 129395 45 50  4  1  0  0
13  4      0 11768636 109556 3015896    0    0     0   988 25850 130125 47 49  4  0  0  0
17  4      0 11765808 109556 3017488    0    0     0     8 26403 126619 47 47  5  1  0  0
15  4      0 11763792 109556 3018612    0    0     0  2564 25539 125816 47 49  3  1  0  0
12  4      0 11759200 109556 3020148    0    0     0     0 24551 120010 44 47  3  3  3  0
15  4      0 11744136 109556 3021828    0    0     0     8 23989 120291 47 48  3  2  0  0
10  4      0 11707204 109556 3023204    0    0     0     0 25611 125759 46 49  2  4  0  0
15  4      0 11679792 109556 3024936    0    0     0 31900 25280 124262 45 48  2  5  0  0
15  4      0 11662292 109556 3026344    0    0     0     0 25898 126524 46 48  2  3  0  0
13  4      0 11658708 109560 3027800    0    0     0   132 25114 125344 47 48  3  3  0  0
18  4      0 11657196 109560 3029676    0    0     0     0 24678 122470 45 49  5  2  0  0
15  4      0 11664796 109560 3031120    0    0     0     0 25394 127630 45 50  4  1  0  0
 4  4      0 11692368 109560 3032676    0    0     0   100 25466 123274 46 48  5  1  0  0
