procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
13  4      0 11784796 109388 3012056    0    0     0    12 23084 117699 49 47  3  0  0  0
22  4      0 11791388 109388 3013508    0    0     0     0 26361 130145 46 50  4  0  0  0
16  4      0 11772780 109388 3014856    0    0     0    16 24215 116716 49 47  3  1  0  0
16  4      0 11764996 109388 3016420    0    0     0     0 23320 121436 47 48  4  1  0  0
14  4      0 11732948 109388 3017712    0    0     0 35500 24993 120957 48 48  2  2  0  0
12  4      0 11730204 109388 3019196    0    0     0     0 23997 120551 47 49  2  2  0  0
15  4      0 11729700 109388 3020852    0    0     0     0 25433 128299 47 49  2  3  0  0
21  4      0 11728660 109388 3022104    0    0     0    16 22724 112503 50 47  2  2  0  0
21  4      0 11729040 109396 3023692    0    0     0   172 25691 126583 45 51  2  2  0  0
17  4      0 11721980 109396 3025268    0    0     0   172 25064 121851 50 47  2  1  0  0
21  4      0 11734212 109396 3026864    0    0     0     0 26182 127430 47 49  2  2  0  0
18  4      0 11745092 109396 3028212    0    0     0     0 26336 127768 47 48  3  2  0  0
15  4      0 11787164 109396 3001144    0    0     0    16 21461 102398 55 42  1  2  0  0
17  4      0 11788160 109396 3002636    0    0     0     0 26483 128106 46 50  2  2  0  0
14  4      0 11796860 109396 3004068    0    0     0    28 24650 118921 50 47  1  2  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
13  4      0 11794824 109396 3005484    0    0     0     4 25413 125026 46 49  1  3  0  0
18  4      0 11793816 109396 3006964    0    0     0     0 25473 128923 46 50  3  1  0  0
16  4      0 11767876 109396 3008304    0    0     0    16 25093 123020 49 48  1  2  0  0
17  4      0 11770004 109396 3009940    0    0     0     0 26185 130419 45 51  1  2  0  0
19  4      0 11744892 109396 3011328    0    0     0    16 22576 116211 48 49  1  2  0  0
14  4      0 11748248 109396 3012920    0    0     0     8 26546 128495 46 49  3  2  0  0
13  4      0 11751616 109396 3014472    0    0     0     4 24189 120854 47 49  2  2  0  0
17  4      0 11767836 109436 3015852    0    0     0  2388 22447 113301 49 49  2  1  0  0
13  4      0 11771896 109436 3017304    0    0     0     0 25831 125770 47 49  2  1  0  0
15  4      0 11741716 109436 3018572    0    0     0 31968 23759 115219 49 47  1  3  0  0
13  4      0 11753088 109436 3019988    0    0     0     0 25324 127925 47 50  2  2  0  0
17  4      0 11740556 109436 3021520    0    0     0     4 25235 122211 49 47  2  2  0  0
15  4      0 11764364 109436 3023024    0    0     0    12 22718 117305 48 48  1  3  0  0
18  4      0 11764572 109436 3024624    0    0     0    12 26223 131657 47 49  2  2  0  0
 9  4      0 11746216 109436 3025984    0    0     0    16 22661 114642 51 47  2  1  0  0
14  4      0 11747176 109436 3027484    0    0     0     0 23296 123807 46 50  3  1  0  0
18  4      0 11729932 109436 3028884    0    0     0    16 23739 113200 51 46  2  1  0  0
17  4      0 11781912 109436 3000612    0    0     0     0 22473 106198 53 44  2  1  0  0
17  4      0 11781496 109436 3001932    0    0     0     0 24876 121510 45 51  1  2  1  0
15  4      0 11776252 109436 3003276    0    0     0    16 23001 111700 49 47  2  2  0  0
15  4      0 11777696 109436 3004808    0    0     0  1616 23836 121846 46 49  3  2  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
14  4      0 11773272 109436 3006224    0    0     0    16 20697 109477 49 47  2  2  0  0
14  4      0 11768024 109436 3007612    0    0     0     0 22815 113112 46 50  3  2  0  0
25  4      0 11767404 109436 3009068    0    0     0     4 25014 122197 45 49  2  3  0  0
15  4      0 11743240 109436 3010336    0    0     0  1656 25267 121708 49 47  2  2  0  0
16  4      0 11747928 109436 3011952    0    0     0     0 25979 124469 46 48  3  3  0  0
12  4      0 11738432 109436 3013188    0    0     0    16 25130 117131 49 47  3  2  0  0
17  4      0 11740600 109436 3014736    0    0     0     0 26517 128078 46 48  4  2  0  0
12  4      0 11736956 109436 3016228    0    0     0     4 24859 125495 46 49  3  2  0  0
12  4      0 11718572 109436 3017780    0    0     0 31296 24123 119312 48 46  3  3  0  0
13  4      0 11721760 109436 3019320    0    0     0     0 24643 125609 45 49  2  4  0  0
15  4      0 11739260 109436 3020660    0    0     0    16 23491 113569 49 45  1  5  0  0
15  4      0 11739008 109436 3022084    0    0     0     0 26758 125182 44 50  2  5  0  0
16  4      0 11720260 109436 3023548    0    0     0     4 23578 117960 48 47  2  3  0  0
16  4      0 11739084 109436 3024932    0    0     0    12 22763 111750 46 48  2  4  0  0
20  4      0 11738580 109436 3026544    0    0     0     4 26158 125855 46 48  3  3  0  0
14  4      0 11737668 109436 3027720    0    0     0    28 24284 114986 53 43  3  2  0  0
 3  4      0 11720404 109440 2999916    0    0     0   180 23158 110204 51 43  4  3  0  0
