procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
11  4      0 11801996 109308 3007148    0    0     0     0 24888 128580 50 48  1  2  0  0
21  4      0 11760604 109308 3008136    0    0     0    80 20837 109318 54 45  1  1  0  0
18  4      0 11790492 109308 3008944    0    0     0     0 21159 105387 48 47  2  2  0  0
18  2      0 11774600 109308 3009992    0    0     0     4 23824 117609 51 46  1  2  0  0
13  4      0 11770540 109308 3010928    0    0     0    76 25579 120922 52 44  1  2  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
15  4      0 11775052 109308 3011996    0    0     0     0 25090 124758 50 47  3  1  0  0
12  4      0 11782288 109308 3012964    0    0     0    16 22449 109769 54 44  1  1  0  0
12  4      0 11786256 109308 3014140    0    0     0     0 25336 127121 50 47  0  2  0  0
14  4      0 11757296 109308 3015124    0    0     0    68 24468 121977 53 47  1  0  0  0
11  4      0 11796820 109308 3016024    0    0     0    12 23369 116437 53 44  2  1  0  0
 9  4      0 11796820 109308 3017188    0    0     0     0 26750 127837 52 44  3  1  0  0
 7  4      0 11784600 109312 3018076    0    0     0   252 22800 110152 55 43  2  0  0  0
10  4      0 11794136 109312 3018964    0    0     0     0 24146 123862 51 48  1  0  0  0
19  4      0 11779016 109312 3019984    0    0     0  3672 25383 124187 52 47  1  0  0  0
 9  4      0 11775180 109312 3021024    0    0     0    96 22875 112228 52 45  2  1  0  0
12  4      0 11765872 109312 3021976    0    0     0    52 23367 122381 50 49  0  0  0  0
19  4      0 11769320 109312 3023000    0    0     0    16 21770 105809 54 45  1  1  0  0
11  4      0 11777772 109312 3023860    0    0     0     0 25135 126554 50 48  2  1  0  0
13  4      0 11768888 109312 3024896    0    0     0    80 23060 114563 52 46  1  1  0  0
20  4      0 11767444 109312 3025996    0    0     0     0 24906 126498 51 46  3  0  0  0
19  4      0 11773720 109312 3027160    0    0     0     0 25013 123329 51 46  3  0  0  0
10  4      0 11774604 109312 3028120    0    0     0  1764 21717 110603 55 44  1  1  0  0
15  4      0 11784376 109312 2999784    0    0     0     0 22320 118310 58 41  1  1  0  0
18  4      0 11762640 109312 3000880    0    0     0    16 25101 117048 52 45  2  1  0  0
14  4      0 11796440 109312 3001936    0    0     0  1772 23604 118997 53 46  1  1  0  0
13  4      0 11781064 109312 3002884    0    0     0     0 25410 127528 51 47  1  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
12  4      0 11764836 109312 3003896    0    0     0 30188 23985 116465 55 43  0  2  0  0
10  4      0 11773404 109312 3005044    0    0     0     8 25167 130369 53 46  0  1  0  0
21  4      0 11749972 109312 3005940    0    0     0    80 23698 117586 53 46  1  1  0  0
12  4      0 11763040 109312 3006960    0    0     0  1508 25811 122172 50 46  2  2  0  0
13  4      0 11774732 109312 3008132    0    0     0     0 22961 116520 51 47  1  2  0  0
14  4      0 11771804 109312 3008944    0    0     0   192 22081 109595 52 46  0  1  0  0
17  4      0 11770796 109312 3010040    0    0     0     4 23219 125934 52 47  1  1  0  0
20  4      0 11757328 109312 3011032    0    0     0    16 21894 116772 53 46  0  1  0  0
18  4      0 11767008 109312 3012084    0    0     0    64 24563 119324 51 46  2  1  0  0
11  4      0 11761548 109312 3013136    0    0     0     0 25806 130735 50 48  2  1  0  0
10  4      0 11744284 109312 3014144    0    0     0    16 20690 110201 56 43  1  0  0  0
14  4      0 11741456 109312 3015252    0    0     0     0 24220 134069 50 49  0  0  0  0
 9  4      0 11705792 109312 3016104    0    0     0    80 21648 107910 54 46  0  0  0  0
14  4      0 11714668 109312 3017104    0    0     0     0 22408 117231 53 45  1  0  0  0
12  4      0 11713764 109312 3018156    0    0     0     4 24480 124175 51 47  2  0  0  0
16  4      0 11706264 109320 3018940    0    0     0   264 21023 98361 54 45  1  0  0  0
11  4      0 11729836 109320 3019932    0    0     0     0 25163 130226 50 48  1  0  0  0
10  4      0 11747632 109320 3020956    0    0     0    16 22758 117303 55 45  1  0  0  0
11  4      0 11751788 109320 3021908    0    0     0    64 26301 125785 51 47  2  0  0  0
18  4      0 11743852 109320 3022900    0    0     0     4 23590 128630 50 50  0  0  0  0
10  4      0 11746840 109320 3023824    0    0     0    12 23810 113765 54 43  3  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
14  4      0 11747428 109320 3024844    0    0     0     8 24614 119149 51 46  3  0  0  0
11  4      0 11730284 109320 3025720    0    0     0    80 21655 108258 54 45  1  0  0  0
15  4      0 11732008 109320 3026828    0    0     0     0 23025 127082 50 49  1  0  0  0
17  4      0 11737876 109320 3027924    0    0     0     4 22820 115341 51 46  3  0  0  0
12  4      0 11702788 109320 3028820    0    0     0  1880 23193 115007 53 46  1  0  0  0
16  4      0 11744016 109320 2999732    0    0     0     0 21343 106443 60 39  1  0  0  0
 7  4      0 11753472 109336 3000604    0    0     0   692 23399 114289 53 45  1  0  1  0
11  4      0 11762032 109336 3001600    0    0     0  2464 25735 124482 50 47  2  0  0  0
18  4      0 11774760 109336 3002488    0    0     0     4 22625 110807 52 48  1  0  0  0
14  4      0 11780780 109336 3003576    0    0     0 29892 23443 117005 51 47  2  0  0  0
13  4      0 11781788 109336 3004668    0    0     0     0 24402 136382 51 49  0  0  0  0
10  4      0 11740732 109336 3005620    0    0     0    88 23423 118373 52 48  0  0  0  0
 8  4      0 11750944 109336 3006772    0    0     0     0 24370 137715 51 49  0  0  0  0
21  4      0 11746880 109336 3007844    0    0     0  1684 21947 114024 54 45  1  1  0  0
14  4      0 11757744 109336 3008868    0    0     0   168 22818 115636 50 48  2  0  0  0
14  4      0 11758412 109336 3010024    0    0     0     0 24585 128033 53 46  1  0  0  0
 5  4      0 11749984 109336 3010976    0    0     0    16 21238 103861 55 44  0  1  0  0
