procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
13  4      0 11849920 108528 3006492    0    0     0     0 23896 125574 52 45  3  0  0  0
 6  4      0 11846072 108528 3007600    0    0     0     0 24951 131916 52 45  2  1  0  0
13  4      0 11843264 108528 3008764    0    0     0     0 24160 128581 53 45  1  2  0  0
17  4      0 11840392 108536 3009968    0    0     0   124 23906 123304 50 46  2  2  0  0
10  4      0 11839456 108536 3011032    0    0     0     0 24171 128449 52 46  1  1  0  0
15  4      0 11838640 108536 3012204    0    0     0     0 24495 124761 51 46  1  2  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
12  4      0 11838640 108536 3013300    0    0     0  1564 25716 131891 52 47  0  1  0  0
15  4      0 11838188 108536 3014324    0    0     0     0 25403 126387 51 47  2  0  0  0
12  4      0 11838672 108536 3015460    0    0     0     0 24858 129874 52 46  1  1  0  0
10  4      0 11836936 108536 3016592    0    0     0     0 25382 129507 51 47  1  1  0  0
 8  4      0 11835424 108536 3017624    0    0     0     0 25636 128734 49 48  1  2  0  0
14  4      0 11865868 108536 2988452    0    0     0     0 22741 111685 57 41  2  1  0  0
18  4      0 11865616 108536 2989568    0    0     0     0 23691 126351 51 46  2  1  0  0
14  4      0 11864356 108536 2990620    0    0     0     0 24124 125183 51 47  1  1  0  0
13  4      0 11864048 108536 2991768    0    0     0     0 24085 129283 49 49  1  1  1  0
13  4      0 11859096 108536 2992940    0    0     0     0 23019 119045 53 44  3  1  0  0
15  4      0 11856480 108536 2994044    0    0     0     8 23007 130184 51 47  2  0  0  0
10  4      0 11854264 108536 2995196    0    0     0     0 24378 123051 49 46  3  2  0  0
15  4      0 11853544 108536 2996316    0    0     0     0 23223 123319 51 46  2  1  0  0
14  4      0 11851008 108536 2997456    0    0     0     0 23794 119875 50 45  4  1  0  0
13  4      0 11847332 108536 2998524    0    0     0     0 24373 130946 52 48  0  0  1  0
12  4      0 11840432 108536 2999612    0    0     0     0 24575 131043 52 46  1  1  0  0
12  4      0 11837092 108536 3000736    0    0     0 27488 23826 128178 52 47  1  1  0  0
14  4      0 11833860 108536 3001820    0    0     0     0 23947 127801 52 46  2  0  0  0
 8  4      0 11833308 108536 3003004    0    0     0     0 24411 130094 51 47  2  0  0  0
13  4      0 11832980 108536 3004164    0    0     0     0 24623 127644 52 46  2  1  0  0
10  4      0 11830848 108536 3005252    0    0     0     0 24145 129880 50 48  1  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
14  4      0 11826976 108536 3006376    0    0     0     8 24919 123911 50 46  4  0  0  0
13  4      0 11823932 108536 3007396    0    0     0     0 24723 120896 52 45  2  1  0  0
13  4      0 11821008 108536 3008452    0    0     0     8 24078 120878 52 45  0  3  0  0
 7  4      0 11816448 108536 3009528    0    0     0     0 24568 129643 52 48  0  0  0  0
13  4      0 11839720 108536 2987716    0    0     0     0 21899 108036 55 42  2  1  0  0
10  4      0 11839104 108536 2988832    0    0     0     0 25090 122553 50 46  2  2  0  0
 9  4      0 11838508 108544 2989944    0    0     0   124 26593 136055 50 49  1  0  0  0
13  4      0 11836492 108544 2990988    0    0     0     0 27029 134073 50 47  1  1  0  0
 9  4      0 11833272 108544 2992112    0    0     0     0 27127 132925 51 46  1  1  0  0
14  4      0 11830444 108544 2993184    0    0     0     0 24657 118087 51 45  2  2  0  0
11  4      0 11829772 108544 2994304    0    0     0     0 25952 129268 49 48  2  1  0  0
10  4      0 11826440 108544 2995488    0    0     0     0 25138 124697 51 47  1  1  0  0
20  4      0 11826104 108544 2996544    0    0     0     0 25698 131382 51 49  0  1  0  0
12  4      0 11823388 108544 2997640    0    0     0     0 24738 129992 51 47  1  1  1  0
13  4      0 11823136 108544 2998700    0    0     0     0 25778 125961 51 46  3  0  0  0
20  4      0 11822912 108544 2999772    0    0     0 23440 24884 133329 51 48  1  1  0  0
17  4      0 11821204 108544 3000944    0    0     0  2460 23972 121045 51 46  2  1  0  0
10  4      0 11820896 108544 3002012    0    0     0     0 26829 131577 50 47  2  1  0  0
 7  4      0 11820224 108544 3003148    0    0     0     0 25547 138777 51 49  0  0  0  0
12  4      0 11818936 108544 3004272    0    0     0     0 25444 136648 51 48  1  1  0  0
11  4      0 11815968 108544 3005384    0    0     0     0 23368 136297 52 48  0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
12  4      0 11813568 108544 3006532    0    0     0     0 26590 129001 50 46  4  0  0  0
 7  4      0 11810712 108544 3007716    0    0     0     0 25139 128508 52 46  2  1  0  0
14  4      0 11807936 108544 3008864    0    0     0     0 24740 125155 52 46  2  1  0  0
12  4      0 11822316 108544 2987772    0    0     0     0 23150 112495 57 42  1  0  0  0
13  4      0 11820248 108544 2988828    0    0     0     4 23860 121876 53 44  2  1  0  0
17  4      0 11816476 108544 2989808    0    0     0     0 21546 104207 50 49  1  0  0  0
15  4      0 11820056 108544 2990840    0    0     0     0 22004 111893 51 47  1  1  0  0
17  4      0 11820336 108544 2991848    0    0     0     0 23737 127275 53 46  1  0  0  0
11  4      0 11815988 108544 2992952    0    0     0     0 22350 120545 51 47  0  1  0  0
11  4      0 11815232 108544 2994028    0    0     0    12 25168 127404 51 48  1  1  0  0
 7  4      0 11814476 108576 2995012    0    0     0  5192 23986 125430 53 46  1  1  0  0
13  4      0 11813944 108576 2996120    0    0     0     0 24227 116444 52 45  2  1  0  0
10  4      0 11812544 108576 2997212    0    0     0     8 22881 122933 52 48  0  1  0  0
21  4      0 11809548 108576 2998396    0    0     0     0 24131 118711 55 43  2  1  0  0
12  4      0 11808036 108576 2999632    0    0     0     0 22935 118889 53 45  2  1  0  0
10  4      0 11806328 108576 3000676    0    0     0 23932 26760 134312 49 48  2  0  0  0
 3  4      0 11793504 108576 3001848    0    0     0     0 25795 135375 52 47  1  0  0  0
