procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
12  4      0 11748720 108840 3020304    0    0     0     0 22918 111429 47 47  2  3  1  0
21  4      0 11748720 108840 3021728    0    0     0     0 25899 122599 44 49  4  2  1  0
23  4      0 11766172 108840 2994948    0    0     0    12 20486 99340 51 43  3  2  1  0
12  4      0 11767156 108840 2996384    0    0     0     0 21997 116297 45 48  5  1  2  0
25  4      0 11773184 108840 2997772    0    0     0     0 23344 114459 44 47  4  2  4  0
20  4      0 11782560 108840 2999100    0    0     0     0 25239 117500 46 47  2  5  1  0
19  4      0 11784076 108840 3000496    0    0     0     0 25727 125344 45 48  4  2  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
17  4      0 11800208 108840 3001836    0    0     0     0 23398 113873 48 47  3  2  0  0
18  4      0 11800208 108840 3003204    0    0     0     0 24192 115672 44 47  5  2  3  0
17  4      0 11790992 108840 3004484    0    0     0    12 23511 110079 48 47  3  2  0  0
14  4      0 11790772 108840 3005908    0    0     0     0 24925 120145 45 48  4  2  0  0
13  4      0 11789540 108840 3007304    0    0     0     0 24277 122326 45 49  4  2  1  0
17  4      0 11784524 108840 3008492    0    0     0     0 22750 104183 51 43  4  3  1  0
19  4      0 11784020 108840 3009848    0    0     0 26944 25482 124437 44 48  3  5  0  0
13  4      0 11769656 108840 3011260    0    0     0  2444 24127 114406 49 45  4  2  0  0
13  4      0 11771196 108840 3012688    0    0     0     0 26556 128005 45 49  5  1  0  0
16  4      0 11766544 108840 3014072    0    0     0  2904 24743 118449 46 47  5  2  0  0
13  4      0 11761568 108840 3015520    0    0     0     0 23924 117122 45 49  3  3  0  0
17  4      0 11761848 108840 3016948    0    0     0     0 25686 119676 46 48  3  4  0  0
13  4      0 11759444 108840 3018116    0    0     0     0 24199 112099 47 47  2  3  0  0
10  4      0 11761664 108840 3019616    0    0     0     0 25157 126240 45 49  3  3  0  0
10  4      0 11758204 108856 3020924    0    0     0  5872 24164 112500 48 46  3  3  0  0
15  4      0 11776076 108856 2995096    0    0     0     0 22260 102921 51 43  3  3  0  0
15  4      0 11771148 108856 2996556    0    0     0   388 24596 116334 46 47  3  4  1  0
16  4      0 11768748 108856 2997688    0    0     0     0 24589 115341 48 45  4  3  1  0
17  4      0 11772016 108856 2999260    0    0     0     0 25248 125692 46 49  3  2  0  0
10  4      0 11779320 108856 3000592    0    0     0     8 23640 113058 46 47  3  3  0  0
20  4      0 11779132 108856 3001988    0    0     0     0 27087 128182 46 49  3  3  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
19  4      0 11781688 108856 3003412    0    0     0     0 24126 117429 48 47  2  3  0  0
18  4      0 11780120 108856 3004844    0    0     0     0 26373 125873 45 48  4  3  0  0
21  4      0 11779056 108856 3006340    0    0     0     0 26172 124291 45 49  3  3  0  0
14  4      0 11769492 108856 3007648    0    0     0     0 22323 109914 48 46  1  4  0  0
16  4      0 11767224 108856 3009108    0    0     0     0 24899 119314 45 48  1  5  0  0
13  4      0 11742400 108856 3010396    0    0     0 27172 21783 104772 49 44  2  5  1  0
14  4      0 11743276 108856 3011928    0    0     0  2276 23942 117382 44 50  2  4  0  0
24  4      0 11744816 108856 3013216    0    0     0     0 24505 112266 48 47  2  3  0  0
20  4      0 11744892 108856 3014648    0    0     0     0 25900 123549 46 48  3  3  0  0
16  4      0 11744940 108856 3016092    0    0     0     0 26396 127221 46 49  3  2  0  0
16  4      0 11721780 108856 3017380    0    0     0    16 22411 108600 47 46  3  3  1  0
14  4      0 11723256 108856 3018888    0    0     0     0 24473 120221 45 50  3  3  0  0
18  4      0 11731580 108856 3020276    0    0     0    12 25101 113084 49 44  3  3  0  0
17  4      0 11732788 108856 3021788    0    0     0     0 24502 118387 45 48  4  3  1  0
17  4      0 11729404 108856 2995668    0    0     0     0 22520 111789 53 43  2  2  0  0
14  4      0 11755708 108856 2997020    0    0     0     0 24993 116716 45 50  2  3  0  0
 6  4      0 11739680 108856 2998532    0    0     0     0 26108 125759 45 48  2  5  0  0
