procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
15  4      0 11818444 109484 2999712    0    0     0     0 23403 115144 53 44  3  0  0  0
14  4      0 11813712 109488 3000924    0    0     0   128 25564 128662 51 47  3  0  0  0
 7  4      0 11804412 109488 3001852    0    0     0  1688 23487 111745 50 46  3  0  0  0
14  4      0 11805072 109492 3002896    0    0     0    64 23670 111474 51 46  2  0  0  0
13  4      0 11805660 109492 3003900    0    0     0 22592 24347 116756 52 45  3  0  0  0
 5  4      0 11805632 109492 3005048    0    0     0  1864 25729 128945 51 46  3  0  0  0
13  4      0 11803840 109492 3006200    0    0     0     0 25797 129283 49 48  3  0  0  0
15  4      0 11802524 109492 3007412    0    0     0     0 25465 134175 52 47  1  0  0  0
18  4      0 11801544 109492 3008396    0    0     0     0 26305 132025 50 47  2  0  0  0
12  4      0 11800788 109492 3009872    0    0     0  1072 25934 125587 51 46  4  0  0  0
12  4      0 11799724 109492 3011036    0    0     0     0 24338 123282 49 47  3  1  0  0
13  4      0 11799084 109492 3012032    0    0     0     0 24090 131510 51 47  2  0  0  0
14  4      0 11794520 109492 3013144    0    0     0     0 24110 122637 52 45  3  0  0  0
13  4      0 11800120 109492 3002644    0    0     0     0 23634 113929 56 41  2  0  0  0
16  4      0 11813096 109492 2992864    0    0     0     0 24318 117341 52 45  1  3  0  0
14  4      0 11813096 109492 2994036    0    0     0     0 25405 126130 50 48  1  1  0  0
14  4      0 11812900 109492 2995176    0    0     0     0 24790 129974 51 46  2  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
14  4      0 11811388 109492 2996420    0    0     0     0 25739 124953 51 45  3  1  0  0
 7  4      0 11810576 109492 2997588    0    0     0     0 26133 129727 51 47  1  2  0  0
12  4      0 11809316 109492 2998764    0    0     0     4 24513 122463 51 46  2  2  0  0
18  4      0 11808728 109492 2999856    0    0     0     0 24668 127059 52 46  1  1  0  0
13  4      0 11807020 109492 3001104    0    0     0     0 25532 130922 52 46  1  1  0  0
16  4      0 11804612 109492 3002248    0    0     0     0 25078 127088 50 47  3  1  0  0
18  4      0 11802176 109492 3003432    0    0     0     0 23789 122987 52 45  2  1  0  0
13  4      0 11799964 109492 3004536    0    0     0 22340 25889 131529 51 48  1  1  0  0
15  4      0 11796380 109492 3005788    0    0     0     0 26240 125547 51 47  2  0  0  0
11  4      0 11796444 109492 3006704    0    0     0  1880 24754 125755 52 46  2  0  0  0
 7  4      0 11795072 109492 3007988    0    0     0     0 25418 124405 51 46  3  0  0  0
14  4      0 11793924 109492 3009068    0    0     0     0 25704 129075 51 47  2  0  0  0
11  4      0 11790524 109492 3010104    0    0     0    12 25523 133157 50 48  2  0  0  0
10  4      0 11787456 109492 3011628    0    0     0     0 25374 119384 51 45  2  1  0  0
13  4      0 11785392 109492 3012540    0    0     0     0 25745 128701 52 47  1  0  0  0
20  4      0 11781940 109492 3013612    0    0     0  2832 24741 118478 52 45  2  1  0  0
11  4      0 11779032 109500 3002888    0    0     0   116 23439 111008 54 43  1  2  0  0
